Account Length,Area Code,Int'l Plan,VMail Plan,VMail Message,Day Mins,Day Calls,Eve Mins,Eve Calls,Night Mins,Night Calls,Int'l Mins,Int'l Calls,CustServ Calls,Churn,Day_Avg_Call_Duration,Eve_Avg_Call_Duration,Night_Avg_Call_Duration,Intl_Avg_Call_Duration,High_CustServ_Calls
154.0,415,0,0,0.0,325.45000000000005,75.0,216.5,94.0,253.9,100.0,10.1,9.0,1,1,4.339333333333334,2.3031914893617023,2.539,1.1222222222222222,0
112.0,415,0,0,0.0,193.3,96.0,264.1,123.0,128.6,115.0,9.1,3.0,4,0,2.013541666666667,2.1471544715447157,1.1182608695652174,3.033333333333333,1
45.0,415,0,0,0.0,78.2,127.0,253.4,108.0,255.0,100.0,17.5,3.0,1,0,0.615748031496063,2.3462962962962965,2.55,5.833333333333333,0
132.0,415,0,0,0.0,83.4,110.0,232.2,137.0,146.7,114.0,7.6,5.0,1,0,0.7581818181818182,1.694890510948905,1.2868421052631578,1.52,0
128.0,415,0,0,0.0,195.6,99.0,267.8,120.0,164.9,76.0,16.0,2.0,0,0,1.9757575757575756,2.231666666666667,2.169736842105263,8.0,0
135.0,415,0,0,0.0,201.8,81.0,225.0,114.0,204.4,82.0,10.3,6.0,1,0,2.4913580246913583,1.9736842105263157,2.4926829268292683,1.7166666666666668,0
56.0,408,0,0,0.0,197.0,110.0,222.8,102.0,225.3,91.0,10.6,6.0,2,0,1.790909090909091,2.1843137254901963,2.475824175824176,1.7666666666666666,0
151.0,415,1,0,0.0,218.0,57.0,114.4,88.0,269.2,95.0,12.4,1.0,0,1,3.824561403508772,1.3,2.833684210526316,12.4,0
32.0,415,0,0,0.0,164.8,98.0,229.9,96.0,167.3,108.0,14.8,2.0,2,0,1.6816326530612247,2.394791666666667,1.5490740740740743,7.4,0
90.0,415,0,0,0.0,179.2,77.0,210.7,99.0,276.9,58.0,9.2,6.0,2,0,2.327272727272727,2.128282828282828,4.774137931034482,1.5333333333333332,0
87.0,415,0,1,21.0,214.0,113.0,180.0,114.0,134.5,82.0,10.6,5.0,0,0,1.8938053097345133,1.5789473684210527,1.6402439024390243,2.12,0
138.0,415,0,0,0.0,170.5,87.0,118.2,116.0,187.9,111.0,11.2,7.0,2,0,1.9597701149425288,1.0189655172413794,1.6927927927927928,1.5999999999999999,0
79.0,408,0,0,0.0,205.7,123.0,214.5,108.0,226.1,106.0,6.7,10.5,1,0,1.6723577235772358,1.9861111111111112,2.133018867924528,0.6380952380952382,0
95.0,415,1,0,0.0,165.5,84.0,286.2,112.0,198.9,89.0,11.5,2.0,1,1,1.9702380952380953,2.555357142857143,2.2348314606741573,5.75,0
127.0,415,0,0,0.0,221.0,100.0,160.7,113.0,233.1,96.0,6.8,4.0,2,0,2.21,1.4221238938053096,2.428125,1.7,0
137.0,510,0,0,0.0,242.1,118.0,191.0,93.0,218.6,50.0,14.7,2.0,3,0,2.051694915254237,2.053763440860215,4.372,7.35,1
97.0,415,0,0,0.0,151.6,107.0,155.4,96.0,240.0,112.0,14.7,4.0,1,0,1.416822429906542,1.6187500000000001,2.142857142857143,3.675,0
149.0,415,1,0,0.0,176.2,87.0,145.0,81.0,249.5,92.0,5.7,4.0,0,0,2.0252873563218388,1.7901234567901234,2.7119565217391304,1.425,0
117.0,415,1,1,22.0,196.0,82.0,322.7,82.0,225.6,120.0,3.7,5.0,1,0,2.3902439024390243,3.9353658536585363,1.88,0.74,0
84.0,408,0,0,0.0,159.5,125.0,247.1,90.0,187.9,82.0,7.2,4.0,2,0,1.276,2.7455555555555553,2.2914634146341464,1.8,0
137.0,415,0,0,0.0,230.2,113.0,220.4,79.0,204.7,111.0,10.7,7.0,4,0,2.0371681415929204,2.789873417721519,1.844144144144144,1.5285714285714285,1
99.0,415,0,0,0.0,146.7,64.0,274.0,99.0,321.3,98.0,8.9,1.0,3,0,2.2921875,2.7676767676767677,3.2785714285714285,8.9,1
54.0,510,0,0,0.0,210.5,102.0,204.5,83.0,127.8,53.0,8.5,5.0,1,0,2.0637254901960786,2.463855421686747,2.4113207547169813,1.7,0
85.0,415,0,0,0.0,102.0,95.0,270.2,139.0,148.2,105.0,10.7,3.0,1,0,1.0736842105263158,1.9438848920863308,1.4114285714285713,3.5666666666666664,0
150.0,510,0,0,0.0,126.0,99.0,238.5,73.0,285.1,100.0,10.2,6.0,3,0,1.2727272727272727,3.267123287671233,2.8510000000000004,1.7,1
43.0,415,0,0,0.0,168.4,125.0,243.8,89.0,214.7,102.0,11.1,2.0,1,0,1.3472,2.7393258426966294,2.104901960784314,5.55,0
35.0,415,0,0,0.0,105.6,129.0,258.2,129.0,213.1,77.0,8.7,3.0,0,0,0.8186046511627907,2.001550387596899,2.7675324675324675,2.9,0
98.0,415,0,0,0.0,206.5,92.0,176.2,152.0,232.8,115.0,12.4,5.0,4,0,2.244565217391304,1.1592105263157895,2.0243478260869567,2.48,1
112.0,510,0,0,0.0,217.1,76.0,205.2,100.0,185.7,91.0,9.4,3.0,2,0,2.856578947368421,2.052,2.0406593406593405,3.1333333333333333,0
16.0,510,0,0,0.0,229.6,78.0,205.7,108.0,166.2,91.0,10.8,2.0,0,1,2.9435897435897433,1.9046296296296295,1.8263736263736263,5.4,0
98.0,415,0,1,22.0,278.3,89.0,93.4,143.0,107.6,48.0,9.7,5.0,0,0,3.126966292134832,0.6531468531468532,2.2416666666666667,1.94,0
84.0,408,0,0,0.0,138.6,102.0,199.0,93.0,204.1,137.0,7.8,4.0,0,0,1.3588235294117645,2.139784946236559,1.4897810218978103,1.95,0
94.0,415,0,0,0.0,234.4,103.0,279.3,109.0,234.2,121.0,3.1000000000000005,2.0,1,1,2.275728155339806,2.5623853211009173,1.9355371900826446,1.5500000000000003,0
84.0,510,0,0,0.0,181.5,129.0,130.7,112.0,186.5,118.0,8.5,4.0,1,0,1.4069767441860466,1.1669642857142857,1.5805084745762712,2.125,0
66.0,415,0,0,0.0,167.3,91.0,230.0,68.0,191.7,118.0,10.6,5.0,1,1,1.8384615384615386,3.3823529411764706,1.6245762711864407,2.12,0
98.0,415,0,1,31.0,121.0,105.0,218.9,98.0,226.7,110.0,12.0,1.0,1,0,1.1523809523809523,2.2336734693877554,2.060909090909091,12.0,0
74.0,415,0,0,0.0,221.1,124.0,110.8,94.0,240.1,112.0,10.6,3.0,0,0,1.7830645161290322,1.1787234042553192,2.14375,3.533333333333333,0
96.0,408,0,1,26.0,145.8,108.0,192.2,89.0,165.1,96.0,9.9,2.0,1,0,1.35,2.1595505617977526,1.7197916666666666,4.95,0
119.0,510,0,0,0.0,222.8,122.0,163.2,107.0,160.6,112.0,11.2,6.0,1,0,1.8262295081967215,1.525233644859813,1.4339285714285714,1.8666666666666665,0
73.0,415,0,0,0.0,183.4,80.0,242.0,115.0,201.4,100.0,7.5,3.0,4,0,2.2925,2.1043478260869564,2.0140000000000002,2.5,1
92.0,415,1,0,0.0,264.3,91.0,160.9,115.0,198.6,73.0,9.3,5.0,0,0,2.9043956043956047,1.3991304347826088,2.7205479452054795,1.86,0
21.0,415,0,0,0.0,146.0,78.0,109.7,79.0,247.4,108.0,6.8,7.0,0,0,1.8717948717948718,1.388607594936709,2.2907407407407407,0.9714285714285714,0
122.0,510,0,0,0.0,157.1,134.0,184.9,122.0,197.2,59.0,8.5,5.0,4,1,1.1723880597014924,1.5155737704918033,3.342372881355932,1.7,1
133.0,510,1,0,0.0,127.3,108.0,251.3,81.0,135.0,88.0,10.3,3.0,1,0,1.1787037037037036,3.1024691358024694,1.5340909090909092,3.4333333333333336,0
145.0,415,0,0,0.0,187.9,110.0,197.0,117.0,167.0,108.0,4.8,4.0,2,0,1.7081818181818182,1.6837606837606838,1.5462962962962963,1.2,0
25.0,408,0,0,0.0,178.8,90.0,141.2,72.0,203.0,99.0,8.4,5.0,2,0,1.9866666666666668,1.961111111111111,2.0505050505050506,1.6800000000000002,0
64.0,415,0,0,0.0,97.2,80.0,186.2,90.0,189.0,92.0,10.4,6.0,2,0,1.215,2.0688888888888886,2.0543478260869565,1.7333333333333334,0
85.0,415,0,0,0.0,259.8,85.0,242.3,117.0,168.8,72.0,5.4,1.0,0,0,3.0564705882352943,2.070940170940171,2.3444444444444446,5.4,0
126.0,415,0,0,0.0,256.5,112.0,199.5,90.0,188.3,122.0,7.0,5.0,3,0,2.2901785714285716,2.216666666666667,1.5434426229508198,1.4,1
76.0,415,0,0,0.0,169.5,77.0,124.0,87.0,219.4,92.0,10.0,3.0,0,0,2.2012987012987013,1.4252873563218391,2.384782608695652,3.3333333333333335,0
113.0,415,0,0,0.0,239.7,47.0,282.9,110.0,238.4,88.0,8.7,3.0,2,1,5.1,2.571818181818182,2.709090909090909,2.9,0
206.5,510,1,0,0.0,171.5,99.0,160.0,103.0,212.4,102.0,5.0,2.0,1,1,1.7323232323232323,1.5533980582524272,2.0823529411764707,2.5,0
117.0,408,0,0,0.0,239.9,84.0,174.8,106.0,209.5,93.0,9.8,2.0,0,0,2.855952380952381,1.649056603773585,2.252688172043011,4.9,0
128.0,408,0,1,34.0,142.3,73.0,194.8,79.0,239.3,81.0,16.0,6.0,1,0,1.9493150684931508,2.465822784810127,2.954320987654321,2.6666666666666665,0
115.0,415,0,0,0.0,184.1,98.0,327.0,73.0,212.5,106.0,7.5,6.0,2,0,1.8785714285714286,4.47945205479452,2.0047169811320753,1.25,0
141.0,415,0,1,28.0,206.9,126.0,264.4,126.0,171.8,124.0,9.3,10.5,2,0,1.642063492063492,2.098412698412698,1.385483870967742,0.8857142857142858,0
51.0,510,0,0,0.0,259.9,114.0,176.2,94.0,77.2,112.0,15.3,1.0,1,0,2.2798245614035086,1.8744680851063829,0.6892857142857143,15.3,0
100.0,415,0,0,0.0,203.8,122.0,283.1,76.0,197.3,83.0,12.5,3.0,0,0,1.6704918032786886,3.725,2.3771084337349397,4.166666666666667,0
96.0,415,0,1,45.0,248.8,124.0,140.3,77.0,263.6,102.0,10.3,2.0,3,0,2.0064516129032257,1.8220779220779222,2.5843137254901962,5.15,1
112.0,415,0,1,16.0,221.6,110.0,130.2,123.0,200.0,108.0,11.3,3.0,1,0,2.0145454545454546,1.0585365853658535,1.8518518518518519,3.766666666666667,0
129.0,510,1,0,0.0,192.9,131.0,185.5,101.0,205.2,130.0,10.9,4.0,1,0,1.4725190839694657,1.8366336633663367,1.5784615384615384,2.725,0
163.0,415,0,0,0.0,122.4,129.0,113.4,108.0,180.2,97.0,12.5,7.0,1,0,0.9488372093023256,1.05,1.8577319587628864,1.7857142857142858,0
67.0,415,0,1,40.0,104.9,65.0,216.3,93.0,217.4,128.0,9.6,9.0,1,0,1.613846153846154,2.3258064516129036,1.6984375,1.0666666666666667,0
140.0,408,0,0,0.0,173.2,91.0,196.8,106.0,209.3,128.0,11.2,5.0,3,0,1.9032967032967032,1.8566037735849057,1.63515625,2.2399999999999998,1
49.0,510,0,0,0.0,119.4,69.0,273.3,92.0,214.4,152.0,12.4,7.0,2,0,1.7304347826086957,2.970652173913044,1.4105263157894736,1.7714285714285716,0
46.0,510,0,0,0.0,250.3,100.0,260.6,90.0,195.0,104.0,13.3,2.0,2,1,2.503,2.8955555555555557,1.875,6.65,0
148.0,415,0,0,0.0,178.3,98.0,282.6,110.0,181.0,98.0,11.4,4.0,1,0,1.819387755102041,2.5690909090909093,1.846938775510204,2.85,0
112.0,510,0,0,0.0,243.4,77.0,182.1,97.0,259.2,94.0,12.8,2.0,1,0,3.1610389610389613,1.877319587628866,2.7574468085106383,6.4,0
78.0,415,0,0,0.0,155.0,106.0,175.3,101.0,155.6,125.0,11.8,5.0,2,0,1.4622641509433962,1.7356435643564359,1.2448,2.3600000000000003,0
61.0,408,0,1,31.0,288.7,101.0,203.8,102.0,203.2,49.0,8.6,3.0,0,0,2.8584158415841583,1.9980392156862745,4.146938775510204,2.8666666666666667,0
58.0,510,0,1,29.0,240.4,80.0,118.9,91.0,164.2,108.0,11.2,3.0,1,0,3.005,1.3065934065934066,1.5203703703703704,3.733333333333333,0
155.0,415,0,0,0.0,190.3,123.0,301.3,96.0,214.6,134.0,8.0,3.0,1,0,1.5471544715447156,3.138541666666667,1.6014925373134328,2.6666666666666665,0
100.0,510,0,0,0.0,278.0,76.0,176.7,74.0,219.5,126.0,8.3,4.0,0,1,3.6578947368421053,2.3878378378378375,1.742063492063492,2.075,0
113.0,510,0,0,0.0,155.0,93.0,330.6,106.0,189.4,123.0,13.5,3.0,1,0,1.6666666666666667,3.118867924528302,1.5398373983739837,4.5,0
81.0,415,0,0,0.0,153.5,99.0,197.6,102.0,198.5,86.0,6.3,2.0,2,0,1.5505050505050506,1.9372549019607843,2.308139534883721,3.15,0
135.0,510,0,1,27.0,273.4,141.0,154.0,99.0,245.8,112.0,12.3,6.0,1,0,1.9390070921985814,1.5555555555555556,2.194642857142857,2.0500000000000003,0
99.0,408,0,0,0.0,155.3,93.0,265.7,95.0,145.7,67.0,12.4,4.0,0,0,1.6698924731182796,2.7968421052631576,2.1746268656716414,3.1,0
59.0,510,0,1,29.0,133.1,114.0,221.2,82.0,131.6,103.0,6.8,3.0,1,0,1.1675438596491228,2.697560975609756,1.2776699029126213,2.2666666666666666,0
135.0,510,0,0,0.0,246.8,129.0,187.8,121.0,154.5,109.0,12.6,5.0,1,0,1.9131782945736435,1.5520661157024795,1.4174311926605505,2.52,0
85.0,408,1,0,0.0,165.4,107.0,196.0,126.0,337.75,110.0,9.6,7.0,2,0,1.5457943925233646,1.5555555555555556,3.0704545454545453,1.3714285714285714,0
70.0,510,0,0,0.0,59.5,103.0,257.2,106.0,208.3,86.0,11.1,6.0,0,0,0.5776699029126213,2.4264150943396223,2.422093023255814,1.8499999999999999,0
88.0,510,0,0,0.0,138.3,116.0,236.0,138.0,179.1,110.0,9.6,4.0,3,0,1.192241379310345,1.710144927536232,1.6281818181818182,2.4,1
55.0,510,0,0,0.0,286.7,100.0,134.4,121.0,192.9,122.0,6.9,5.0,2,0,2.867,1.1107438016528925,1.5811475409836067,1.3800000000000001,0
75.0,415,0,0,0.0,117.3,114.0,201.1,61.0,107.9,82.0,12.2,3.0,1,0,1.0289473684210526,3.2967213114754097,1.3158536585365854,4.066666666666666,0
79.0,510,0,1,21.0,264.3,79.0,202.8,118.0,173.4,92.0,6.3,3.0,4,0,3.3455696202531646,1.7186440677966102,1.8847826086956523,2.1,1
85.0,408,0,0,0.0,127.9,107.0,271.2,124.0,202.2,76.0,12.5,5.0,0,0,1.1953271028037384,2.1870967741935483,2.6605263157894736,2.5,0
86.0,408,0,1,23.0,225.5,107.0,246.3,105.0,245.7,81.0,9.8,2.0,0,0,2.107476635514019,2.3457142857142856,3.033333333333333,4.9,0
91.0,510,0,0,0.0,149.0,115.0,245.3,105.0,260.0,94.0,8.3,3.0,0,0,1.2956521739130435,2.336190476190476,2.765957446808511,2.766666666666667,0
149.0,415,0,1,20.0,198.9,77.0,274.0,88.0,190.7,76.0,14.3,9.0,1,0,2.583116883116883,3.1136363636363638,2.509210526315789,1.588888888888889,0
97.0,408,0,0,0.0,256.4,125.0,273.9,100.0,222.7,101.0,11.1,1.0,1,1,2.0511999999999997,2.739,2.2049504950495047,11.1,0
88.0,415,0,0,0.0,264.8,124.0,245.4,112.0,160.5,115.0,14.8,2.0,1,1,2.135483870967742,2.1910714285714286,1.3956521739130434,7.4,0
60.0,415,0,0,0.0,98.2,88.0,180.5,69.0,223.6,69.0,9.3,2.0,2,0,1.115909090909091,2.6159420289855073,3.2405797101449276,4.65,0
54.0,408,0,0,0.0,159.8,99.0,264.0,64.0,115.7,70.0,9.7,7.0,2,0,1.6141414141414143,4.125,1.6528571428571428,1.3857142857142857,0
11.0,415,0,1,28.0,190.6,86.0,220.1,122.0,180.3,80.0,6.0,3.0,3,0,2.2162790697674417,1.8040983606557377,2.25375,2.0,1
109.0,415,0,0,0.0,184.0,120.0,120.4,119.0,153.7,86.0,11.0,3.0,0,0,1.5333333333333334,1.011764705882353,1.7872093023255813,3.6666666666666665,0
90.0,415,0,0,0.0,261.8,128.0,220.6,104.0,136.6,91.0,9.6,5.0,1,0,2.0453125,2.121153846153846,1.501098901098901,1.92,0
115.0,408,0,0,0.0,147.9,109.0,228.4,117.0,299.7,90.0,9.6,9.0,3,0,1.3568807339449542,1.952136752136752,3.33,1.0666666666666667,1
144.0,415,0,1,18.0,106.4,109.0,108.1,113.0,208.4,111.0,10.1,5.0,1,0,0.9761467889908257,0.9566371681415928,1.8774774774774776,2.02,0
91.0,408,0,0,0.0,133.7,75.0,195.3,87.0,280.5,89.0,5.9,2.0,0,0,1.7826666666666666,2.2448275862068967,3.151685393258427,2.95,0
105.0,415,0,1,23.0,193.5,85.0,220.2,90.0,272.4,111.0,8.5,5.0,0,0,2.276470588235294,2.4466666666666663,2.454054054054054,1.7,0
71.0,415,1,0,0.0,178.2,113.0,167.8,94.0,182.1,111.0,13.6,3.0,3,1,1.5769911504424778,1.7851063829787235,1.6405405405405404,4.533333333333333,1
132.0,510,0,1,36.0,226.2,103.0,181.6,125.0,258.8,102.0,10.5,5.0,3,1,2.196116504854369,1.4527999999999999,2.5372549019607846,2.1,1
112.0,415,0,0,0.0,170.4,103.0,200.2,71.0,258.3,100.0,11.6,4.0,1,0,1.654368932038835,2.8197183098591547,2.583,2.9,0
86.0,415,0,1,32.0,70.9,154.5,166.7,121.0,244.9,105.0,11.1,5.0,3,0,0.4588996763754046,1.377685950413223,2.3323809523809524,2.2199999999999998,1
41.0,510,0,1,34.0,194.4,63.0,254.9,110.0,160.2,115.0,17.2,9.0,2,0,3.085714285714286,2.3172727272727274,1.3930434782608694,1.911111111111111,0
44.0,415,0,0,0.0,240.3,146.0,164.6,83.0,240.7,106.0,10.6,2.0,1,0,1.645890410958904,1.9831325301204819,2.270754716981132,5.3,0
78.0,408,0,0,0.0,75.0,116.0,248.7,87.0,176.0,83.0,9.5,6.0,3,0,0.646551724137931,2.8586206896551722,2.1204819277108435,1.5833333333333333,1
149.0,408,0,0,0.0,69.1,117.0,136.3,100.0,181.7,53.0,6.3,3.0,1,0,0.5905982905982905,1.3630000000000002,3.4283018867924526,2.1,0
72.0,510,0,1,33.0,96.6,59.0,315.4,98.0,163.3,117.0,6.2,4.0,4,1,1.6372881355932203,3.2183673469387752,1.3957264957264959,1.55,1
139.0,415,0,1,20.0,214.6,101.0,235.1,132.0,162.8,132.0,14.8,10.5,0,0,2.124752475247525,1.781060606060606,1.2333333333333334,1.4095238095238096,0
74.0,510,0,0,0.0,148.5,111.0,146.5,46.5,289.2,83.0,9.9,6.0,3,0,1.337837837837838,3.150537634408602,3.4843373493975904,1.6500000000000001,1
50.0,510,0,0,0.0,258.1,106.0,161.4,106.0,225.1,110.0,11.7,5.0,1,0,2.4349056603773587,1.5226415094339623,2.0463636363636364,2.34,0
141.0,510,0,1,23.0,149.7,112.0,162.5,118.0,220.3,115.0,7.6,2.0,3,0,1.3366071428571427,1.3771186440677967,1.9156521739130437,3.8,1
140.0,408,0,0,0.0,149.8,134.0,164.4,98.0,294.7,124.0,8.1,2.0,1,0,1.117910447761194,1.6775510204081634,2.3766129032258063,4.05,0
99.0,408,0,0,0.0,190.4,102.0,158.1,107.0,271.5,92.0,11.2,4.0,2,0,1.8666666666666667,1.4775700934579439,2.9510869565217392,2.8,0
166.0,408,0,0,0.0,181.4,108.0,253.8,54.0,112.3,94.0,11.6,6.0,1,0,1.6796296296296296,4.7,1.1946808510638298,1.9333333333333333,0
124.0,408,0,0,0.0,151.1,123.0,187.4,104.0,255.4,93.0,5.3,3.0,1,0,1.2284552845528456,1.801923076923077,2.746236559139785,1.7666666666666666,0
74.0,415,0,0,0.0,155.7,116.0,173.7,63.0,257.4,97.0,8.1,4.0,0,0,1.3422413793103447,2.757142857142857,2.6536082474226803,2.025,0
117.0,510,0,0,0.0,149.9,95.0,256.1,110.0,212.7,92.0,13.3,10.5,2,0,1.5778947368421052,2.3281818181818186,2.3119565217391305,1.2666666666666668,0
85.0,510,0,0,0.0,222.3,132.0,231.5,101.0,223.5,75.0,11.0,2.0,3,0,1.684090909090909,2.292079207920792,2.98,5.5,1
36.0,415,0,1,16.0,149.4,111.0,131.8,113.0,132.7,87.0,6.7,2.0,0,0,1.345945945945946,1.1663716814159293,1.525287356321839,3.35,0
102.0,510,1,0,0.0,233.8,103.0,221.6,131.0,146.9,106.0,12.8,3.0,0,0,2.2699029126213595,1.6916030534351145,1.3858490566037736,4.266666666666667,0
76.0,415,0,0,0.0,204.2,100.0,292.6,139.0,244.3,105.0,10.5,2.0,0,0,2.042,2.1050359712230216,2.3266666666666667,5.25,0
165.0,510,0,0,0.0,242.9,126.0,209.8,65.0,228.4,126.0,3.1000000000000005,0.0,1,0,1.9277777777777778,3.227692307692308,1.8126984126984127,3.1000000000000005,0
130.0,415,0,0,0.0,150.4,119.0,230.5,99.0,186.3,76.0,12.3,4.0,1,0,1.2638655462184873,2.3282828282828283,2.4513157894736843,3.075,0
78.0,415,0,0,0.0,208.9,119.0,252.4,132.0,280.2,120.0,12.8,7.0,0,0,1.7554621848739496,1.912121212121212,2.335,1.8285714285714287,0
55.0,415,1,0,0.0,191.9,91.0,256.1,110.0,203.7,101.0,14.3,6.0,1,1,2.108791208791209,2.3281818181818186,2.016831683168317,2.3833333333333333,0
92.0,415,1,0,0.0,130.7,113.0,260.6,122.0,244.2,98.0,9.4,2.0,2,1,1.1566371681415928,2.136065573770492,2.4918367346938775,4.7,0
129.0,415,0,1,33.0,119.6,104.0,278.7,88.0,263.4,152.0,5.9,2.0,2,0,1.15,3.1670454545454545,1.732894736842105,2.95,0
18.0,408,0,0,0.0,273.6,93.0,114.6,116.0,250.6,120.0,8.2,4.0,1,0,2.941935483870968,0.9879310344827585,2.0883333333333334,2.05,0
161.0,415,1,0,0.0,156.1,114.0,180.3,63.0,179.6,115.0,11.1,9.0,2,0,1.369298245614035,2.861904761904762,1.5617391304347825,1.2333333333333334,0
93.0,415,0,1,36.0,178.7,134.0,178.6,102.0,126.8,82.0,8.0,4.0,2,0,1.3335820895522388,1.7509803921568627,1.5463414634146342,2.0,0
144.0,415,0,0,0.0,177.5,93.0,287.4,75.0,180.5,118.0,11.9,3.0,2,0,1.9086021505376345,3.832,1.5296610169491525,3.966666666666667,0
75.0,408,1,0,0.0,211.3,61.0,105.6,119.0,175.9,63.0,9.7,4.0,4,1,3.463934426229508,0.8873949579831932,2.7920634920634924,2.425,1
95.0,415,0,0,0.0,175.2,91.0,244.4,109.0,75.8,95.0,7.5,2.0,1,0,1.925274725274725,2.2422018348623856,0.7978947368421052,3.75,0
126.0,415,0,1,23.0,114.3,102.0,190.3,103.0,240.4,111.0,12.6,7.0,3,0,1.1205882352941177,1.8475728155339808,2.165765765765766,1.8,1
124.0,415,0,1,28.0,251.4,104.0,225.1,89.0,251.9,121.0,7.5,5.0,1,0,2.417307692307692,2.5292134831460675,2.081818181818182,1.5,0
93.0,415,1,0,0.0,216.9,61.0,207.4,120.0,221.7,110.0,17.5,5.0,1,1,3.555737704918033,1.7283333333333333,2.015454545454545,3.5,0
109.0,415,1,1,26.0,217.2,138.0,145.5,111.0,280.7,76.0,9.3,3.0,0,0,1.5739130434782609,1.3108108108108107,3.693421052631579,3.1,0
80.0,510,0,0,0.0,206.3,97.0,154.9,98.0,263.6,82.0,12.4,10.5,0,0,2.12680412371134,1.5806122448979592,3.2146341463414636,1.180952380952381,0
41.0,415,0,0,0.0,159.3,66.0,125.9,75.0,261.9,76.0,11.1,5.0,1,0,2.413636363636364,1.6786666666666668,3.4460526315789473,2.2199999999999998,0
136.0,415,0,1,31.0,143.1,88.0,236.6,65.0,227.8,120.0,11.4,5.0,2,0,1.6261363636363635,3.64,1.8983333333333334,2.2800000000000002,0
92.0,415,0,0,0.0,154.0,122.0,329.8,88.0,288.0,117.0,5.6,2.0,3,1,1.2622950819672132,3.747727272727273,2.4615384615384617,2.8,1
143.0,408,0,1,24.0,186.6,69.0,222.0,116.0,234.9,138.0,11.6,5.0,1,0,2.7043478260869565,1.9137931034482758,1.7021739130434783,2.32,0
118.0,415,0,1,26.0,170.8,114.0,199.5,125.0,169.7,98.0,9.6,5.0,4,1,1.4982456140350877,1.596,1.7316326530612243,1.92,1
193.0,408,0,1,17.0,124.0,102.0,202.9,81.0,205.1,129.0,12.3,3.0,1,0,1.2156862745098038,2.504938271604938,1.589922480620155,4.1000000000000005,0
73.0,415,0,0,0.0,198.3,94.0,279.3,101.0,146.2,87.0,14.8,8.0,3,0,2.1095744680851065,2.7653465346534656,1.6804597701149424,1.85,1
62.0,408,0,0,0.0,172.8,101.0,204.8,97.0,240.8,90.0,9.1,8.0,2,0,1.710891089108911,2.111340206185567,2.6755555555555555,1.1375,0
30.0,415,0,1,30.0,217.4,74.0,213.8,86.0,227.2,104.0,6.6,3.0,0,0,2.937837837837838,2.486046511627907,2.1846153846153844,2.1999999999999997,0
60.0,408,1,1,29.0,265.9,113.0,215.8,94.0,108.1,82.0,14.0,10.5,0,1,2.3530973451327433,2.295744680851064,1.318292682926829,1.3333333333333333,0
148.0,510,0,1,14.0,93.6,137.0,193.8,72.0,144.9,84.0,17.5,5.0,1,0,0.6832116788321168,2.691666666666667,1.725,3.5,0
96.0,510,0,0,0.0,98.2,100.0,307.2,88.0,182.5,120.0,7.6,1.0,2,0,0.982,3.4909090909090907,1.5208333333333333,7.6,0
52.0,408,0,0,0.0,214.7,68.0,158.6,138.0,123.4,114.0,9.4,4.0,2,0,3.1573529411764705,1.1492753623188405,1.0824561403508772,2.35,0
87.0,415,0,0,0.0,168.2,92.0,224.7,100.0,169.5,99.0,12.9,3.0,1,0,1.8282608695652172,2.247,1.7121212121212122,4.3,0
41.0,408,0,0,0.0,202.9,97.0,153.8,104.0,113.5,92.0,9.0,3.0,3,0,2.0917525773195877,1.478846153846154,1.233695652173913,3.0,1
112.0,415,0,0,0.0,261.4,108.0,154.5,102.0,130.9,90.0,11.6,2.0,1,0,2.42037037037037,1.5147058823529411,1.4544444444444444,5.8,0
88.0,510,0,0,0.0,73.3,86.0,161.4,82.0,239.6,76.0,8.2,3.0,4,1,0.8523255813953488,1.9682926829268292,3.1526315789473682,2.733333333333333,1
122.0,408,0,1,27.0,253.7,84.0,229.2,109.0,190.5,123.0,9.2,5.0,4,0,3.020238095238095,2.1027522935779817,1.548780487804878,1.8399999999999999,1
61.0,408,0,0,0.0,45.0,108.0,151.3,74.0,152.9,94.0,9.8,6.0,2,0,0.4166666666666667,2.044594594594595,1.6265957446808512,1.6333333333333335,0
87.0,510,0,0,0.0,231.3,105.0,171.7,108.0,67.7,136.0,13.0,6.0,1,0,2.202857142857143,1.5898148148148148,0.49779411764705883,2.1666666666666665,0
176.0,408,0,0,0.0,47.4,125.0,167.8,90.0,163.1,107.0,10.5,8.0,2,0,0.3792,1.8644444444444446,1.5242990654205606,1.3125,0
30.0,510,0,0,0.0,227.4,88.0,182.5,100.0,191.7,134.0,12.5,3.0,0,0,2.584090909090909,1.825,1.430597014925373,4.166666666666667,0
95.0,415,0,1,22.0,40.9,126.0,133.4,90.0,264.2,91.0,11.9,7.0,0,0,0.3246031746031746,1.4822222222222223,2.903296703296703,1.7,0
46.0,415,0,0,0.0,124.8,133.0,157.3,143.0,199.3,72.0,8.6,4.0,2,0,0.9383458646616541,1.1,2.7680555555555557,2.15,0
100.0,510,1,0,0.0,68.5,110.0,337.1,115.0,205.2,99.0,12.1,9.0,0,0,0.6227272727272727,2.931304347826087,2.0727272727272728,1.3444444444444443,0
47.0,415,0,1,37.0,163.5,77.0,203.1,102.0,232.0,87.0,7.8,4.0,2,0,2.1233766233766236,1.9911764705882353,2.6666666666666665,1.95,0
